"","id","player_fifa_api_id","player_api_id","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes","EMC$class"
"5516",1319,158505,26331,70,74,"right","medium","medium",35,52,73,61,33,45,28,33,53,58,62,63,62,65,81,67,75,75,75,57,74,63,72,53,58,73,70,45,3,20,53,20,20,2
"5517",14685,151871,37021,64,65,"right","medium","medium",44,57,67,55,32,27,30,37,51,47,62,64,56,58,72,65,65,67,70,47,74,58,57,59,63,64,65,63,10,25,51,25,25,2
"5518",4053,169072,26085,62,69,"left","medium","medium",66,28,55,61,38,34,51,53,49,62,62,63,57,72,71,48,72,73,66,54,74,46,56,58,62,62,63,71,9,22,49,22,22,2
"5519",4054,169072,26085,59,67,"left","medium","medium",64,28,55,61,38,34,51,53,49,57,62,59,57,62,71,58,72,65,66,54,72,46,56,58,62,62,63,71,9,22,49,22,22,2
"5520",1964,192471,185336,54,68,"right","medium","medium",49,25,59,55,50,48,43,43,47,55,62,63,65,58,68,39,54,62,61,22,61,37,40,61,43,53,54,71,7,22,47,22,22,2
"5521",1965,192471,185336,54,68,"right","medium","medium",49,25,59,55,50,48,43,43,47,55,62,63,65,58,68,39,54,62,61,22,61,37,40,61,43,53,54,71,7,22,47,22,22,2
"5522",1966,192471,185336,54,68,"right","medium","medium",49,25,59,55,50,48,43,43,47,55,62,63,65,58,68,39,54,62,61,22,61,37,40,61,43,53,54,71,7,22,47,22,22,2
"5523",18484,190628,164703,52,63,"right","medium","medium",42,22,40,53,26,37,45,46,47,47,62,66,66,55,57,64,60,57,54,29,58,44,45,41,42,54,53,46,3,22,47,22,22,2
"5524",11935,190162,150435,59,70,"right","medium","medium",46,24,41,58,31,37,42,39,46,60,62,60,64,63,69,58,66,65,62,32,64,54,57,46,54,61,59,56,6,22,46,22,22,2
"5525",11936,190162,150435,59,70,"right","medium","medium",46,24,41,58,31,37,42,39,46,60,62,60,64,63,69,58,66,65,62,32,64,54,57,46,54,61,59,56,6,22,46,22,22,2
"5526",14686,151871,37021,63,65,"right","medium","medium",39,54,62,50,32,27,30,37,46,39,62,63,56,60,72,67,65,67,71,40,74,48,47,59,53,64,65,63,10,25,46,25,25,2
"5527",2651,159339,39875,61,60,"right","medium","medium",65,67,60,65,73,57,69,64,45,54,62,66,64,53,65,58,62,59,59,48,49,63,71,71,64,16,30,47,12,13,45,8,7,2
"5528",21689,134787,33657,63,65,"right","medium","medium",55,62,65,54,54,50,43,56,45,52,62,67,52,60,81,67,77,75,70,53,77,56,57,67,62,32,47,57,15,22,45,22,22,2
"5529",21690,134787,33657,63,65,"right","medium","medium",55,62,65,54,54,50,43,56,45,52,62,67,52,60,81,67,77,75,70,53,77,56,57,67,62,32,47,57,15,22,45,22,22,2
"5530",7299,157945,34650,76,75,"right","medium","medium",26,28,79,56,51,23,35,63,40,42,62,63,58,60,81,71,89,68,81,22,79,64,62,74,57,78,83,75,13,20,40,20,20,2
"5531",7300,157945,34650,76,75,"right","medium","medium",26,28,79,56,51,23,35,63,40,42,62,63,58,60,81,71,89,68,81,22,79,64,62,74,57,78,83,75,13,20,40,20,20,2
"5532",11933,190162,150435,59,72,"right","medium","medium",43,24,41,58,31,37,42,39,40,60,62,60,64,63,69,58,66,65,62,32,64,54,57,46,54,62,59,56,6,22,40,22,22,2
"5533",11934,190162,150435,59,72,"right","medium","medium",43,24,41,58,31,37,42,39,40,60,62,60,64,63,69,58,66,65,62,32,64,54,57,46,54,62,59,56,6,22,40,22,22,2
"5534",12611,157618,25365,65,72,"right","medium","medium",46,34,72,62,51,45,36,32,33,66,62,64,59,44,75,49,73,72,77,44,66,61,72,68,32,66,62,73,9,7,33,9,12,2
"5535",12714,183999,72401,55,68,"right","medium","medium",41,61,52,34,61,52,53,43,32,45,62,62,63,64,67,64,72,41,41,48,29,31,37,51,23,23,21,23,3,21,32,21,21,2
"5536",12715,183999,72401,57,68,"right","medium","medium",41,61,52,34,61,52,53,43,32,45,62,62,63,64,67,64,72,41,41,48,29,31,37,51,23,23,21,23,3,21,32,21,21,2
"5537",12716,183999,72401,57,68,"right","medium","medium",41,61,52,34,61,52,53,43,32,45,62,62,63,64,67,64,72,41,41,48,29,31,37,51,23,23,21,23,3,21,32,21,21,2
"5538",14839,176154,94284,51,62,"right","medium","medium",48,24,48,50,43,27,43,25,32,50,62,65,67,57,55,45,65,56,51,31,50,33,49,57,34,52,46,66,1,23,32,23,23,2
"5539",14840,176154,94284,51,62,"right","medium","medium",48,24,48,50,43,27,43,25,32,50,62,65,67,57,55,45,65,56,51,31,50,33,49,57,34,52,46,66,1,23,32,23,23,2
"5540",5424,197890,191906,58,67,"right","medium","medium",23,29,44,48,12,22,38,30,30,43,62,60,56,58,65,43,70,60,66,24,69,39,58,38,49,57,60,62,9,24,30,24,24,2
"5541",5425,197890,191906,58,67,"right","medium","medium",23,29,44,48,12,22,38,30,30,43,62,60,56,58,65,43,70,60,66,24,69,39,58,38,49,57,60,62,9,24,30,24,24,2
"5542",4037,53027,33451,68,68,"right","medium","medium",38,39,69,61,53,40,44,49,59,51,62,52,58,70,56,60,88,57,81,46,72,64,30,56,50,67,68,64,11,14,15,15,9,1
"5543",4038,53027,33451,68,68,"right","medium","medium",38,39,69,61,53,40,44,49,59,51,62,52,58,70,56,60,88,57,81,46,72,64,30,56,50,67,68,64,11,14,15,15,9,1
"5544",4039,53027,33451,68,71,"right","medium","medium",38,39,69,61,53,40,44,49,59,51,62,52,58,70,56,60,88,57,81,46,72,64,30,56,50,67,68,64,11,14,15,15,9,1
"5545",4040,53027,33451,69,69,"right","medium","medium",39,40,70,62,54,41,45,50,60,52,62,52,58,70,56,61,88,57,81,47,72,64,30,56,51,68,69,65,11,14,15,15,9,1
"5546",4490,188706,160220,56,63,"right","medium","medium",54,14,53,54,17,37,29,22,55,53,62,68,57,52,62,31,61,66,63,13,64,55,30,35,34,51,56,51,13,11,15,14,5,1
"5547",4491,188706,160220,56,63,"right","medium","medium",55,15,54,55,18,38,30,23,56,54,62,68,57,52,62,32,61,66,63,14,64,55,30,35,35,52,57,52,13,11,15,14,5,1
"5548",4492,188706,160220,58,66,"right","medium","medium",57,17,56,57,20,28,32,25,58,53,62,60,59,62,55,34,63,58,65,16,69,57,32,46,37,54,58,57,13,11,15,14,5,1
"5549",11932,190162,150435,60,72,"right","medium","medium",43,24,41,58,31,37,42,39,40,60,62,60,64,63,69,58,66,67,70,32,64,67,25,46,44,62,59,56,14,10,15,15,11,1
"5550",15364,173221,11685,75,81,"right","medium","medium",72,60,62,78,74,80,78,80,76,84,62,64,74,74,70,84,62,76,68,76,62,55,60,78,73,52,67,67,11,5,15,5,15,4
"5551",15365,173221,11685,76,78,"right","medium","medium",74,60,62,78,73,80,80,80,76,84,62,66,74,74,70,84,62,76,68,78,62,60,60,78,73,52,68,67,11,5,15,5,15,4
"5552",15990,181498,93346,63,63,"right","medium","medium",58,41,55,61,48,58,56,45,56,60,62,65,67,60,84,53,81,71,31,49,71,53,28,52,39,65,66,68,15,7,15,15,8,1
"5553",15991,181498,93346,63,63,"right","medium","medium",58,41,55,61,48,58,56,45,56,60,62,65,67,60,84,53,81,71,31,49,71,53,28,52,39,65,66,68,15,7,15,15,8,1
"5554",17066,232550,206669,58,58,"right","medium","medium",41,23,52,42,25,33,25,26,44,40,62,57,48,51,49,39,69,63,72,24,51,58,26,27,35,60,63,64,11,7,15,7,8,1
"5555",17067,232550,206669,58,59,"right","medium","medium",41,23,52,42,25,33,25,26,44,40,62,57,48,51,49,39,69,63,72,24,51,58,26,27,35,60,63,64,11,7,15,7,8,1
"5556",17068,232550,206669,58,58,"right","medium","medium",41,23,52,42,25,33,25,26,44,40,62,57,48,51,49,39,69,63,72,24,51,58,26,27,35,60,63,64,11,7,15,7,8,1
"5557",17069,232550,206669,58,58,"right","medium","medium",41,23,52,42,25,33,25,26,44,40,62,57,48,51,49,39,69,63,72,24,51,58,26,27,35,60,63,64,11,7,15,7,8,1
"5558",1386,177129,27534,70,70,"right","medium","medium",50,45,65,68,56,59,66,62,67,66,62,55,66,71,70,65,80,81,77,59,77,72,50,59,56,68,70,68,10,14,14,7,9,1
"5559",1387,177129,27534,71,71,"right","medium","medium",50,45,68,68,56,59,66,62,68,67,62,59,66,71,70,65,80,82,77,59,77,73,50,59,56,69,72,68,10,14,14,7,9,1
"5560",3793,163658,174600,63,64,"left","medium","medium",63,52,48,67,51,66,68,70,65,70,62,65,61,64,59,68,63,69,76,65,64,63,48,61,65,56,66,62,6,5,14,13,15,1
"5561",3794,163658,174600,63,66,"left","medium","medium",63,52,48,67,51,66,68,70,65,70,62,65,61,64,59,68,63,69,76,65,64,63,48,61,65,56,66,62,6,5,14,13,15,1
"5562",3795,163658,174600,63,66,"left","medium","medium",63,52,48,67,51,66,68,70,65,70,62,65,61,64,59,68,63,69,76,65,64,63,48,61,65,56,66,62,6,5,14,13,15,1
"5563",3796,163658,174600,63,66,"left","medium","medium",63,52,48,67,51,66,68,70,65,70,62,67,61,64,54,68,63,69,76,65,64,63,48,65,65,56,66,62,6,5,14,13,15,1
"5564",12705,183999,72401,63,68,"right","medium","medium",58,67,62,61,57,62,53,33,47,64,62,44,60,57,59,68,55,30,70,58,49,24,64,53,67,23,21,23,15,8,14,10,10,4
"5565",12706,183999,72401,63,73,"right","medium","medium",58,67,62,61,57,62,53,33,47,64,62,44,60,57,59,68,55,30,70,58,49,24,64,53,67,23,21,23,15,8,14,10,10,4
"5566",12707,183999,72401,63,68,"right","medium","medium",58,67,62,61,57,62,53,33,47,64,62,56,60,57,59,68,55,32,70,58,49,24,64,53,67,23,21,23,15,8,14,10,10,4
"5567",12708,183999,72401,63,72,"right","medium","medium",58,67,62,61,57,62,53,33,47,64,62,56,60,57,59,68,55,32,70,58,49,24,64,53,67,23,21,23,15,8,14,10,10,4
"5568",12709,183999,72401,63,72,"right","medium","medium",58,67,62,61,57,62,53,33,47,64,62,62,60,57,57,68,57,52,70,58,49,24,64,53,67,23,21,23,15,8,14,10,10,4
"5569",18476,196896,362261,60,65,"right","medium","medium",53,43,52,57,37,64,35,50,55,65,62,65,61,52,62,51,42,72,54,50,43,63,64,45,28,60,66,59,6,5,14,11,6,1
"5570",18477,196896,362261,60,65,"right","medium","medium",53,43,52,57,37,64,35,50,55,65,62,65,61,52,62,51,42,72,54,50,43,63,64,45,28,60,66,59,6,5,14,11,6,1
"5571",9606,201153,213501,70,81,"right","medium","medium",39,73,77,54,70,61,64,44,37,64,62,72,64,64,53,78,61,63,80,58,37,20,76,43,57,19,23,16,10,5,13,7,13,4
"5572",11100,176030,98382,65,65,"left","medium","medium",62,47,65,62,48,64,61,55,60,62,62,53,65,65,63,76,83,69,76,58,76,69,55,62,60,66,69,69,9,10,13,14,11,1
"5573",11101,176030,98382,65,65,"left","medium","medium",62,47,65,62,48,64,61,55,60,62,62,53,65,65,63,76,83,69,76,58,76,69,55,62,60,66,69,69,9,10,13,14,11,1
"5574",11102,176030,98382,66,66,"left","medium","medium",62,47,65,62,48,64,61,55,60,62,62,53,65,65,63,76,83,73,76,58,76,69,55,62,60,66,69,69,9,10,13,14,11,1
"5575",11103,176030,98382,66,66,"left","medium","medium",62,47,65,62,48,64,61,55,60,62,62,53,65,65,63,56,83,73,73,58,60,69,55,62,60,66,69,69,9,10,13,14,11,1
"5576",12075,163407,24493,76,76,"right","medium","medium",74,43,72,70,49,60,47,38,65,69,62,66,65,68,59,68,69,64,79,55,83,79,52,54,56,78,78,74,5,9,13,9,15,1
"5577",12076,163407,24493,76,76,"right","medium","medium",74,43,72,70,49,60,47,38,65,69,62,66,65,68,59,68,69,64,79,55,83,79,52,54,56,78,78,74,5,9,13,9,15,1
"5578",12077,163407,24493,76,76,"right","medium","medium",74,43,72,70,49,59,47,38,65,69,62,66,65,65,59,68,69,64,79,55,83,79,52,54,56,78,78,74,5,9,13,9,15,1
"5579",12078,163407,24493,73,73,"right","medium","medium",74,43,72,70,49,59,47,38,65,69,62,66,65,65,59,68,69,64,79,55,83,79,52,54,56,78,78,74,5,9,13,9,15,1
"5580",12079,163407,24493,74,74,"right","medium","medium",74,43,72,70,49,59,47,38,65,69,62,66,65,65,59,68,69,72,79,55,83,79,52,54,56,78,78,74,5,9,13,9,15,1
"5581",12080,163407,24493,74,74,"right","medium","medium",74,43,72,70,49,59,47,38,65,69,62,66,65,65,59,68,69,72,79,55,83,79,52,54,56,78,78,74,5,9,13,9,15,1
"5582",14723,189120,114742,61,67,"right","medium","medium",59,38,54,67,35,53,47,48,63,66,62,73,70,52,62,63,53,62,67,60,62,67,55,62,55,56,61,45,15,6,13,7,9,1
"5583",14724,189120,114742,62,67,"right","medium","medium",59,38,54,67,35,53,47,48,63,66,62,73,70,52,62,63,53,62,67,60,62,68,55,64,55,58,61,45,15,6,13,7,9,1
"5584",14725,189120,114742,62,67,"right","medium","medium",59,38,54,67,34,53,47,48,63,66,62,73,70,52,62,63,53,62,67,60,62,68,55,64,55,58,61,45,15,6,13,7,9,1
"5585",14726,189120,114742,63,67,"right","medium","medium",59,38,54,67,34,53,47,48,63,66,62,73,70,52,62,63,53,62,67,60,62,68,70,64,55,60,61,45,15,6,13,7,9,1
"5586",14728,189120,114742,60,67,"right","medium","medium",59,38,54,67,34,53,47,48,63,66,62,73,64,52,62,63,53,62,67,60,62,68,40,64,55,60,61,45,15,6,13,7,9,1
"5587",14959,213021,424918,61,74,"right","medium","medium",41,26,61,57,32,32,39,29,52,48,62,69,54,48,58,48,71,72,57,26,67,52,22,42,38,64,68,61,11,8,13,12,12,1
"5588",15649,112640,32656,70,70,"left","medium","medium",77,44,63,67,32,61,68,78,72,69,62,63,60,79,75,81,72,51,72,60,74,78,58,59,59,68,74,72,11,6,13,15,14,1
"5589",21286,148890,33039,68,69,"right","medium","medium",47,70,42,54,56,65,42,46,38,65,62,61,60,64,72,70,71,63,73,48,65,55,66,58,74,60,31,25,15,12,13,5,12,4
"5590",21287,148890,33039,68,69,"right","medium","medium",47,70,42,54,56,65,42,46,38,65,62,61,60,64,72,70,71,63,73,48,65,55,66,58,74,60,31,25,15,12,13,5,12,4
"5591",21699,210828,294254,71,81,"right","medium","medium",54,23,74,66,26,52,28,35,72,60,62,70,57,67,33,45,75,72,76,25,72,68,46,53,34,72,73,72,8,11,13,6,7,1
"5592",21700,210828,294254,70,81,"right","medium","medium",54,23,74,66,26,52,28,35,72,60,62,67,57,67,52,45,73,72,76,25,72,68,46,53,34,69,72,70,8,11,13,6,7,1
"5593",9421,190150,114044,76,81,"left","medium","medium",61,22,81,69,25,59,65,36,65,64,62,69,59,75,56,48,72,75,79,31,84,72,34,56,49,74,77,80,15,15,12,11,8,1
"5594",11104,176030,98382,64,68,"left","medium","medium",61,46,64,61,47,63,60,54,59,61,62,53,65,64,63,55,83,73,73,57,59,68,54,61,59,62,66,65,8,9,12,13,10,1
"5595",11105,176030,98382,64,68,"left","medium","medium",61,46,64,61,47,63,60,54,59,61,62,61,65,64,63,55,83,73,73,57,59,68,54,61,59,62,66,65,8,9,12,13,10,1
"5596",11106,176030,98382,64,68,"left","medium","medium",61,46,64,61,47,63,60,54,59,61,62,61,65,64,63,55,83,73,73,57,59,68,54,61,59,62,66,65,8,9,12,13,10,1
"5597",11107,176030,98382,64,68,"left","medium","medium",61,46,64,61,47,63,60,54,59,61,62,61,65,64,63,55,83,73,73,57,59,68,54,61,59,62,66,65,8,9,12,13,10,1
"5598",11108,176030,98382,64,68,"left","medium","medium",61,46,64,61,47,63,60,54,59,61,62,61,65,64,63,55,83,73,73,57,59,68,51,61,59,62,66,65,8,9,12,13,10,1
"5599",11510,208596,309726,59,76,"right","medium","medium",33,63,61,50,47,49,66,31,30,59,62,65,58,58,62,64,62,56,59,48,38,25,63,49,56,25,25,25,13,7,12,14,7,4
"5600",11511,208596,309726,56,74,"right","medium","medium",28,63,61,41,37,46,33,31,29,59,62,59,56,58,62,54,62,50,59,44,28,25,57,49,56,25,25,25,13,7,12,14,7,4
"5601",11512,208596,309726,56,74,"right","medium","medium",28,63,61,41,37,46,33,31,29,59,62,59,56,58,62,54,62,50,59,44,28,25,57,49,56,25,25,25,13,7,12,14,7,4
"5602",13165,189186,68400,67,69,"right","medium","medium",61,58,61,72,45,70,53,58,73,71,62,63,73,59,73,63,70,68,56,56,63,47,66,70,61,30,49,45,7,9,12,13,7,4
"5603",13166,189186,68400,67,69,"right","medium","medium",61,58,61,72,45,70,53,58,73,69,62,63,73,59,73,63,81,68,56,56,63,47,66,70,61,30,49,45,7,9,12,13,7,4
"5604",19332,201114,206830,47,55,"left","medium","medium",42,46,31,41,52,46,36,41,36,54,62,58,51,36,37,49,33,54,47,42,31,27,36,47,36,15,14,12,13,12,12,13,10,4
"5605",19333,201114,206830,47,55,"left","medium","medium",42,46,31,41,52,46,36,41,36,54,62,58,51,36,37,49,33,54,47,42,31,27,36,47,36,15,14,12,13,12,12,13,10,4
"5606",19941,200424,209413,69,74,"right","medium","medium",44,55,67,67,47,69,62,51,63,75,62,65,64,71,70,62,76,81,76,56,65,68,64,72,55,66,69,66,15,10,12,11,15,1
"5607",19942,200424,209413,69,74,"right","medium","medium",44,55,67,67,47,69,62,51,63,75,62,65,64,71,70,62,76,81,76,56,65,68,64,72,55,66,69,66,15,10,12,11,15,1
"5608",13167,189186,68400,66,68,"right","medium","medium",60,57,60,71,44,69,52,57,72,68,62,63,74,58,73,62,80,68,56,55,62,46,65,69,60,29,48,44,6,8,11,12,6,4
"5609",13168,189186,68400,65,67,"right","medium","medium",60,57,60,71,24,69,52,57,72,68,62,63,74,58,73,62,80,68,56,55,62,46,65,66,60,29,48,44,6,8,11,12,6,4
"5610",20195,189561,163160,57,68,"right","medium","medium",36,59,62,51,50,58,34,42,34,52,62,67,44,50,48,63,51,48,51,52,27,26,52,34,53,12,15,19,6,7,11,6,8,4
"5611",20196,189561,163160,55,68,"right","medium","medium",36,59,53,51,46,58,34,34,34,48,62,67,44,50,48,57,51,48,51,48,27,16,52,31,53,12,15,19,6,7,11,6,8,4
"5612",3996,202373,244128,59,72,"left","medium","medium",57,42,60,62,46,57,39,45,61,61,62,71,65,64,62,62,65,74,62,52,66,57,42,54,47,52,58,57,9,13,10,15,9,1
"5613",14678,151871,37021,63,63,"right","medium","medium",44,54,64,54,32,45,30,37,49,55,62,55,53,58,61,64,77,76,72,47,72,57,55,52,45,63,62,61,5,9,10,11,14,1
"5614",14679,151871,37021,63,63,"right","medium","medium",44,54,64,54,32,45,30,37,49,55,62,55,53,58,61,64,77,76,72,47,72,57,55,52,45,63,62,61,5,9,10,11,14,1
"5615",14680,151871,37021,63,63,"right","medium","medium",44,54,64,54,32,45,30,37,49,55,62,59,52,58,58,64,74,75,72,47,72,57,55,52,45,63,62,61,5,9,10,11,14,1
"5616",14681,151871,37021,62,65,"right","medium","medium",44,54,64,54,32,42,30,37,49,52,62,58,52,58,63,64,74,75,70,47,72,57,55,52,45,62,61,60,5,9,10,11,14,1
"5617",14682,151871,37021,63,63,"right","medium","medium",44,54,64,54,32,45,30,37,49,55,62,59,52,58,66,64,79,77,72,47,72,57,55,52,45,63,62,61,5,9,10,11,14,1
"5618",14683,151871,37021,63,67,"right","medium","medium",44,54,64,54,32,45,30,37,49,55,62,64,56,58,70,64,65,75,69,47,72,57,55,52,45,63,62,61,5,9,10,11,14,1
"5619",14684,151871,37021,65,67,"right","medium","medium",44,57,67,55,32,27,30,37,51,47,62,64,56,58,72,65,65,67,70,47,74,65,57,59,45,64,65,63,5,9,10,11,14,1
"5620",16631,216145,301023,65,70,"right","medium","medium",40,29,66,55,25,45,26,31,55,55,62,56,50,68,60,50,72,63,61,43,73,64,21,38,42,66,66,66,12,6,10,11,12,1
"5621",16632,216145,301023,64,70,"right","medium","medium",34,29,66,57,25,47,26,31,56,49,62,56,50,66,60,50,72,63,61,43,73,60,21,38,42,62,67,66,12,6,10,11,12,1
"5622",16633,216145,301023,60,65,"right","medium","medium",34,29,66,57,25,47,26,31,56,49,62,56,50,46,60,50,72,63,61,43,47,50,21,28,42,62,67,66,12,6,10,11,12,1
"5623",16634,216145,301023,60,65,"right","medium","medium",34,29,66,57,25,47,26,31,56,49,62,56,50,46,60,50,72,63,61,43,47,50,21,28,42,62,67,66,12,6,10,11,12,1
"5624",17546,186905,107280,66,72,"right","medium","medium",30,72,66,54,59,63,53,54,44,65,62,61,66,69,61,66,74,70,70,54,71,29,64,49,69,28,42,38,5,9,10,9,9,4
"5625",18600,205190,303139,55,68,"right","medium","medium",23,18,51,50,30,47,37,25,42,53,62,55,58,47,61,42,67,62,63,21,55,57,17,16,28,56,55,52,7,7,10,11,11,1
"5626",18601,205190,303139,53,68,"right","medium","medium",23,18,49,45,27,22,21,25,27,36,62,55,36,47,61,34,67,62,61,19,55,57,17,16,28,56,55,52,7,7,10,11,11,1
"5627",18602,205190,303139,53,68,"right","medium","medium",23,18,49,45,27,22,21,25,27,36,62,55,36,47,61,34,67,62,61,19,55,57,17,16,28,56,55,52,7,7,10,11,11,1
"5628",19991,169843,40651,67,73,"left","medium","medium",24,36,74,50,23,39,28,26,41,52,62,63,34,62,42,30,61,54,80,28,62,65,31,37,25,69,69,68,13,9,10,10,14,1
"5629",19992,169843,40651,67,73,"left","medium","medium",24,36,69,50,23,39,28,26,41,47,62,63,34,62,42,30,78,54,80,28,62,65,31,37,25,69,69,68,13,9,10,10,14,1
"5630",5663,225385,364496,62,72,"right","medium","medium",62,64,57,60,56,63,51,50,57,62,62,70,65,59,57,65,60,66,65,62,45,23,57,52,64,25,22,21,8,13,9,11,11,4
"5631",5664,225385,364496,62,72,"right","medium","medium",62,64,57,60,56,63,51,50,57,62,62,70,65,59,57,65,60,66,65,62,45,23,57,52,64,25,22,21,8,13,9,11,11,4
"5632",5665,225385,364496,62,72,"right","medium","medium",62,64,57,60,56,63,51,50,57,62,62,70,65,59,57,65,60,66,65,62,45,23,57,52,64,25,22,21,8,13,9,11,11,4
"5633",5666,225385,364496,62,72,"right","medium","medium",62,64,57,60,56,63,51,50,57,62,62,70,65,59,57,65,60,66,65,62,45,23,57,52,64,25,22,21,8,13,9,11,11,4
"5634",5667,225385,364496,62,72,"right","medium","medium",62,64,57,60,56,63,51,50,57,62,62,70,65,59,57,65,60,66,65,62,45,23,57,52,64,25,22,21,8,13,9,11,11,4
"5635",16086,169649,70255,74,75,"right","medium","medium",48,45,75,65,38,60,52,31,64,66,62,67,59,72,53,60,70,69,84,36,64,75,33,50,50,75,76,75,12,15,9,11,11,1
"5636",16087,169649,70255,74,74,"right","medium","medium",48,45,75,65,38,60,52,31,64,66,62,67,59,72,53,60,69,69,84,36,64,75,33,50,50,75,76,75,12,15,9,11,11,1
"5637",4595,14510,37483,72,72,"right","medium","medium",55,74,75,65,72,73,66,67,64,74,62,61,70,69,67,80,73,53,73,68,53,46,74,63,80,35,51,42,6,6,8,6,14,4
"5638",4596,14510,37483,72,72,"right","medium","medium",55,74,75,65,72,73,66,67,64,74,62,61,70,69,67,80,73,53,73,68,53,46,74,63,80,35,51,42,6,6,8,6,14,4
"5639",4597,14510,37483,72,72,"right","medium","medium",55,74,75,65,72,73,66,67,64,74,62,61,70,69,67,80,73,65,73,68,53,46,73,63,80,35,51,42,6,6,8,6,14,4
"5640",4598,14510,37483,72,72,"right","medium","medium",55,74,75,65,72,73,66,67,64,74,62,61,70,69,67,80,73,65,73,68,53,46,73,63,80,35,51,42,6,6,8,6,14,4
"5641",9857,190248,111917,61,70,"left","medium","medium",61,66,69,62,65,63,47,42,67,61,62,64,75,63,80,57,47,72,55,70,52,56,46,62,44,54,58,65,5,12,8,6,6,1
"5642",9858,190248,111917,63,70,"left","medium","medium",61,66,69,62,65,63,47,42,67,61,62,70,75,63,80,57,47,72,55,70,52,56,46,62,44,54,58,65,5,12,8,6,6,1
"5643",11865,123611,24443,71,71,"left","medium","medium",65,35,70,60,48,45,40,36,56,50,62,51,63,67,58,64,80,66,78,49,73,74,53,38,47,71,73,69,5,10,8,10,6,1
"5644",11866,123611,24443,71,71,"left","medium","medium",65,35,70,60,48,45,40,36,56,50,62,51,63,67,58,64,80,66,78,49,73,74,53,38,47,71,73,69,5,10,8,10,6,1
"5645",12316,213661,449232,72,86,"right","medium","medium",49,29,74,68,25,59,32,22,61,66,62,68,50,71,59,31,71,65,68,20,70,68,30,51,38,72,80,76,10,12,8,6,8,1
"5646",12317,213661,449232,72,86,"right","medium","medium",49,29,74,68,25,59,32,22,61,66,62,68,50,71,59,31,71,65,68,20,70,68,30,51,38,72,80,76,10,12,8,6,8,1
"5647",12318,213661,449232,71,87,"right","medium","medium",49,29,71,67,25,58,32,22,61,64,62,68,50,68,59,31,71,65,68,20,70,67,30,51,38,71,80,76,10,12,8,6,8,1
"5648",12319,213661,449232,71,87,"right","medium","medium",49,29,71,67,25,58,32,22,61,64,62,68,50,66,59,31,71,65,68,20,70,67,30,51,38,71,80,76,10,12,8,6,8,1
"5649",12320,213661,449232,70,86,"right","medium","medium",49,29,67,64,25,58,32,22,61,64,62,68,50,63,59,31,71,65,68,20,70,64,30,51,38,71,80,76,10,12,8,6,8,1
"5650",12321,213661,449232,66,82,"right","medium","medium",49,29,60,64,25,49,32,22,61,58,62,68,50,60,59,31,71,65,68,20,70,67,30,51,38,66,73,64,10,12,8,6,8,1
"5651",12322,213661,449232,66,79,"right","medium","medium",49,29,60,64,25,49,32,22,61,58,62,68,50,60,59,31,71,65,68,20,70,67,30,51,38,66,73,64,10,12,8,6,8,1
"5652",19146,184634,163227,65,69,"right","medium","medium",35,21,74,51,16,43,37,36,62,56,62,68,56,63,71,27,76,62,70,40,59,54,22,41,50,68,65,61,10,10,8,10,12,1
"5653",492,225711,563215,65,77,"left","medium","medium",42,30,61,59,37,47,41,32,44,50,62,64,46,59,64,42,76,72,68,24,59,62,30,33,41,67,73,70,12,7,7,7,8,1
"5654",674,202330,201915,60,79,"right","medium","medium",67,65,67,65,65,57,53,50,64,55,62,68,63,69,55,63,54,58,52,56,52,46,50,58,53,36,37,35,11,13,7,6,8,4
"5655",675,202330,201915,60,79,"right","medium","medium",67,65,67,65,65,57,53,50,64,55,62,68,63,69,55,63,54,58,52,56,52,46,50,58,53,36,37,35,11,13,7,6,8,4
"5656",4725,103935,27694,80,84,"right","medium","medium",78,62,58,86,76,80,80,75,87,86,62,66,74,82,59,86,64,69,65,76,60,62,74,86,75,55,63,63,15,15,7,6,13,4
"5657",6546,230145,620524,61,71,"right","medium","medium",43,68,62,58,62,63,69,48,53,62,62,55,57,58,66,63,61,55,52,59,39,20,56,60,75,15,18,16,12,13,7,10,8,4
"5658",6547,230145,620524,61,71,"right","medium","medium",43,68,62,58,62,63,69,48,53,62,62,57,57,58,66,63,61,55,52,59,39,20,56,60,75,15,18,16,12,13,7,10,8,4
"5659",6548,230145,620524,61,71,"right","medium","medium",43,68,62,58,62,63,69,48,53,62,62,57,57,58,66,63,61,55,52,59,39,20,56,60,75,15,18,16,12,13,7,10,8,4
"5660",8433,222982,605848,62,84,"right","medium","medium",53,48,53,69,34,62,64,42,60,66,62,61,60,59,51,59,62,68,65,53,58,54,57,60,50,60,60,62,12,5,7,9,7,1
"5661",8434,222982,605848,62,84,"right","medium","medium",53,48,53,69,34,62,64,42,60,66,62,61,60,59,51,59,62,68,65,53,58,54,57,60,50,60,60,62,12,5,7,9,7,1
