"","id","player_fifa_api_id","player_api_id","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes","EMC$class"
"1",15532,201179,212772,65,75,"right","medium","medium",13,9,8,11,11,19,16,12,11,23,13,22,30,60,35,37,54,19,55,13,19,11,10,4,21,12,19,11,68,62,54,62,72,3
"2",15533,201179,212772,65,75,"right","medium","medium",13,9,8,11,11,19,16,12,11,23,13,22,30,60,35,37,54,19,55,13,19,11,10,4,21,12,19,11,68,62,54,62,72,3
"3",15534,201179,212772,65,78,"right","medium","medium",13,9,8,11,11,19,16,12,11,23,13,22,30,60,35,37,54,19,55,13,19,11,10,4,21,12,19,11,68,62,54,62,72,3
"4",15525,201179,212772,65,69,"right","medium","medium",13,10,10,11,11,19,16,12,11,23,13,22,30,62,35,22,54,19,75,13,17,10,10,33,21,12,19,11,70,62,51,59,74,3
"5",15526,201179,212772,65,69,"right","medium","medium",13,10,10,11,11,19,16,12,11,23,13,22,30,62,35,22,54,19,75,13,17,10,10,33,21,12,19,11,70,62,51,59,74,3
"6",15527,201179,212772,65,70,"right","medium","medium",13,10,10,11,11,19,16,12,11,23,13,22,30,62,35,22,54,19,75,13,17,10,10,33,21,12,19,11,70,62,51,59,74,3
"7",173,206592,528212,48,56,"right","medium","medium",12,15,16,23,14,15,14,18,18,22,15,26,31,45,24,26,38,18,44,12,21,19,14,15,41,15,15,12,53,41,39,51,53,3
"8",174,206592,528212,48,57,"right","medium","medium",12,15,16,23,14,15,14,18,18,22,15,26,31,45,24,26,38,18,44,12,21,19,14,15,41,15,15,12,53,41,39,51,53,3
"9",175,206592,528212,48,57,"right","medium","medium",12,15,16,23,14,15,14,18,18,22,15,26,31,45,24,26,38,18,44,12,21,19,14,15,41,15,15,12,53,41,39,51,53,3
"10",176,206592,528212,48,57,"right","medium","medium",12,15,16,23,14,15,14,18,18,22,15,26,31,45,24,26,38,18,44,12,21,19,14,15,41,15,15,12,53,41,39,51,53,3
"11",177,206592,528212,48,57,"right","medium","medium",12,15,16,23,14,15,14,18,18,22,15,26,31,45,24,26,38,18,44,12,21,19,14,15,41,15,15,12,53,41,39,51,53,3
"12",178,206592,528212,48,57,"right","medium","medium",12,15,16,23,14,15,14,18,18,22,15,26,31,45,24,26,38,18,44,12,21,19,14,15,41,15,15,12,53,41,39,51,53,3
"13",179,206592,528212,48,57,"right","medium","medium",12,15,16,23,14,15,14,18,18,22,15,26,31,45,24,26,38,18,44,12,21,19,14,15,41,15,15,12,53,41,39,51,53,3
"14",4172,4246,32693,58,58,"right","medium","medium",6,6,12,21,11,19,8,6,18,13,18,21,53,58,50,22,66,32,62,12,52,25,12,42,7,12,9,6,58,60,58,61,53,3
"15",4173,4246,32693,58,58,"right","medium","medium",6,6,12,21,11,19,8,6,18,13,18,21,53,56,50,22,66,32,62,12,52,25,12,42,7,12,9,6,58,60,58,61,53,3
"16",4174,4246,32693,58,58,"right","medium","medium",6,6,12,9,11,19,8,6,8,13,18,21,53,56,50,22,66,32,62,12,52,25,12,42,7,12,9,6,58,60,58,61,53,3
"17",4175,4246,32693,58,58,"right","medium","medium",6,6,12,9,11,19,8,6,8,13,18,21,53,56,50,22,66,32,62,12,52,25,12,42,7,12,9,6,58,60,58,61,53,3
"18",4180,4246,32693,68,69,"right","medium","medium",11,22,22,13,11,19,8,30,68,14,20,30,53,54,50,22,66,65,70,10,51,55,25,42,30,11,27,6,67,71,68,62,69,3
"19",21307,116334,95597,70,74,"right","medium","medium",11,11,12,26,10,14,10,15,21,30,20,58,36,51,56,27,72,47,75,19,32,27,15,34,14,9,10,11,70,72,67,70,70,3
"20",21308,116334,95597,70,74,"right","medium","medium",11,11,12,26,10,9,10,15,21,30,20,58,36,51,56,27,72,47,75,19,32,27,15,58,9,21,10,11,70,72,67,70,70,3
"21",21309,116334,95597,70,74,"right","medium","medium",11,11,12,26,10,9,10,15,21,30,20,58,36,51,56,27,72,47,75,19,32,27,15,58,9,21,10,11,70,72,67,70,70,3
"22",21310,116334,95597,74,74,"right","medium","medium",11,11,12,26,10,9,10,15,21,30,20,58,36,51,56,27,72,47,75,19,32,27,15,58,9,21,10,11,73,72,67,75,73,3
"23",21311,116334,95597,74,74,"right","medium","medium",21,21,31,26,10,21,10,27,21,30,20,58,36,51,56,27,72,67,75,19,32,27,15,58,9,21,24,11,73,72,67,75,73,3
"24",4179,4246,32693,67,69,"right","medium","medium",21,22,22,21,11,21,8,6,66,21,21,30,53,54,50,22,66,65,70,21,51,55,25,42,30,21,27,6,64,69,66,62,69,3
"25",4177,4246,32693,67,58,"right","medium","medium",21,21,21,21,11,21,8,6,62,21,21,21,53,56,50,22,66,63,71,21,52,54,26,42,49,21,21,6,64,68,62,68,72,3
"26",4178,4246,32693,66,69,"right","medium","medium",21,21,21,21,11,21,8,6,62,21,21,21,53,56,50,22,66,63,71,21,52,54,26,42,49,21,21,6,64,68,62,68,69,3
"27",7999,177455,71524,65,65,"right","medium","medium",25,25,25,29,25,25,25,25,25,27,21,29,34,63,36,29,66,25,69,25,25,25,25,25,30,25,25,25,64,68,57,66,65,3
"28",8000,177455,71524,65,65,"right","medium","medium",25,25,25,29,25,25,25,25,25,27,21,29,34,63,36,29,66,25,69,25,25,25,25,25,30,25,25,25,64,68,57,66,65,3
"29",8001,177455,71524,65,65,"right","medium","medium",25,25,25,29,25,25,25,25,25,27,21,29,34,63,36,29,66,25,69,25,25,25,25,25,30,25,25,25,64,68,57,66,65,3
"30",8002,177455,71524,65,65,"right","medium","medium",25,25,25,29,25,25,25,25,25,27,21,29,34,63,36,29,66,25,69,25,25,25,25,25,30,25,25,25,64,68,57,66,65,3
"31",7998,177455,71524,64,64,"right","medium","medium",25,25,25,29,25,25,25,25,25,27,21,29,34,62,36,29,66,25,69,25,25,25,25,25,30,25,25,25,64,67,51,66,64,3
"32",7997,177455,71524,60,60,"right","medium","medium",13,11,12,30,12,12,11,15,19,16,21,29,34,63,36,19,66,19,69,11,18,26,16,25,16,11,11,15,56,63,47,64,59,3
"33",21378,182629,97498,73,77,"right","medium","medium",21,22,21,36,15,21,6,10,72,28,22,30,56,88,32,36,77,55,60,22,51,31,22,31,43,21,24,10,71,75,72,71,72,3
"34",21379,182629,97498,64,65,"right","medium","medium",21,22,21,36,15,21,6,10,63,28,22,30,56,88,32,36,77,55,60,22,51,31,22,31,43,21,24,10,62,64,63,61,64,3
"35",21380,182629,97498,63,65,"right","medium","medium",21,22,21,36,15,21,6,10,63,28,22,30,56,88,32,36,77,55,60,22,51,31,22,31,43,21,24,10,62,64,63,61,64,3
"36",21381,182629,97498,63,65,"right","medium","medium",21,22,21,36,15,21,6,10,63,28,22,30,56,88,32,36,77,55,60,22,51,31,22,31,43,21,24,10,62,64,63,61,64,3
"37",14476,197082,188565,59,61,"right","medium","medium",14,11,12,28,12,15,20,18,25,30,22,50,41,55,35,34,58,51,53,16,13,20,14,11,15,12,18,15,57,58,59,63,57,3
"38",14477,197082,188565,59,61,"right","medium","medium",9,11,40,28,32,15,20,18,25,30,22,50,41,55,35,34,58,51,53,16,8,20,14,11,15,12,18,15,57,58,59,63,57,3
"39",14478,197082,188565,59,61,"right","medium","medium",23,25,40,28,32,23,20,18,59,30,22,50,41,55,35,34,58,51,53,21,23,23,19,11,32,23,23,15,57,58,59,63,57,3
"40",14479,197082,188565,59,61,"right","medium","medium",23,25,40,28,32,23,20,18,59,30,22,50,41,55,35,34,58,51,53,21,23,23,19,11,32,23,23,15,57,58,59,63,57,3
"41",19899,170008,45571,48,70,"right","medium","medium",23,31,30,24,8,22,12,32,59,28,22,33,51,43,36,30,54,40,43,22,33,40,14,33,43,31,33,25,43,48,59,49,53,3
"42",19900,170008,45571,48,70,"right","medium","medium",23,31,30,24,8,22,12,32,59,28,22,33,51,43,36,30,54,40,43,22,33,40,14,33,43,31,33,25,43,48,59,49,53,3
"43",5074,178452,39302,65,80,"right","medium","medium",20,20,20,20,12,20,5,21,68,20,23,24,59,22,64,20,74,41,38,20,20,19,21,44,20,20,20,19,58,66,68,66,78,3
"44",5075,178452,39302,65,80,"right","medium","medium",20,20,20,20,12,20,5,21,68,20,23,24,59,22,64,20,74,41,38,20,20,19,21,44,20,20,20,19,58,66,68,66,78,3
"45",21860,6971,27415,71,71,"right","medium","medium",32,20,75,73,37,23,31,20,74,45,23,20,43,67,48,45,55,52,82,46,68,65,23,47,38,73,75,71,12,11,11,13,14,1
"46",21861,6971,27415,71,71,"right","medium","medium",32,20,75,73,37,23,31,20,74,45,23,24,43,67,48,45,55,52,82,46,68,65,23,47,38,73,75,71,12,11,11,13,14,1
"47",21862,6971,27415,71,71,"right","medium","medium",32,20,75,73,37,23,31,20,74,45,23,24,43,67,48,45,55,55,82,46,68,65,23,47,38,73,75,71,12,11,11,13,14,1
"48",6872,52951,39204,64,64,"right","medium","medium",25,25,25,21,25,25,25,25,32,28,24,23,33,55,35,22,55,28,54,25,30,22,25,25,27,25,25,25,62,62,50,68,68,3
"49",6873,52951,39204,64,64,"right","medium","medium",11,11,11,21,12,12,10,12,32,28,24,23,33,55,35,22,55,28,54,12,30,22,8,7,27,13,19,12,62,62,50,68,68,3
"50",14901,183361,46892,74,74,"right","low","medium",32,28,78,73,25,24,53,37,75,65,24,32,33,73,52,28,58,61,81,24,69,79,36,57,42,77,76,70,9,8,10,16,15,1
"51",20773,204367,243482,68,75,"right","medium","medium",12,12,18,34,14,11,9,12,35,23,25,21,24,69,57,25,73,43,57,19,41,13,18,45,27,14,15,11,70,69,70,67,67,3
"52",20774,204367,243482,68,74,"right","medium","medium",12,12,18,34,14,11,9,12,35,23,25,21,24,69,57,25,73,43,57,19,41,13,18,45,27,14,15,11,70,69,70,67,67,3
"53",20775,204367,243482,68,74,"right","medium","medium",12,12,18,34,14,11,9,12,35,23,25,21,24,69,57,25,73,43,57,19,41,13,18,45,27,14,15,11,70,69,70,67,67,3
"54",20776,204367,243482,68,74,"right","medium","medium",12,12,18,34,14,11,9,12,35,23,25,21,24,69,57,25,73,43,57,19,41,13,18,45,27,14,15,11,70,69,70,67,67,3
"55",20777,204367,243482,68,74,"right","medium","medium",12,12,18,34,14,11,9,12,35,23,25,21,24,69,57,25,73,43,57,19,41,13,18,45,27,14,15,11,70,69,70,67,67,3
"56",20770,204367,243482,69,73,"right","medium","medium",12,12,18,34,14,11,9,12,35,23,25,21,24,69,57,25,73,43,57,19,41,13,18,45,27,14,15,11,71,69,67,68,69,3
"57",20771,204367,243482,69,76,"right","medium","medium",12,12,18,34,14,11,9,12,35,23,25,21,24,69,57,25,73,43,57,19,41,13,18,45,27,14,15,11,71,69,67,68,69,3
"58",20772,204367,243482,68,75,"right","medium","medium",12,12,18,34,14,11,9,12,35,23,25,21,24,69,57,25,73,43,57,19,41,13,18,45,27,14,15,11,70,69,67,68,67,3
"59",16510,148496,13472,65,65,"right","medium","medium",16,12,16,23,15,13,13,12,22,13,25,23,21,57,43,19,35,28,44,14,39,22,13,43,18,19,24,22,65,64,62,68,66,3
"60",16511,148496,13472,65,65,"right","medium","medium",16,12,16,23,15,13,13,12,22,13,25,23,21,57,43,19,35,28,44,14,39,22,13,38,18,19,24,22,65,64,62,68,66,3
"61",16512,148496,13472,64,64,"right","medium","medium",25,25,25,22,25,25,25,25,21,25,25,23,21,56,23,38,35,28,44,25,38,21,25,25,27,25,23,21,64,63,61,67,65,3
"62",16513,148496,13472,64,64,"right","medium","medium",25,25,25,22,25,25,25,25,21,25,25,23,21,56,23,38,35,28,44,25,38,21,25,25,27,25,23,21,64,63,61,67,65,3
"63",16514,148496,13472,64,64,"right","medium","medium",25,25,25,22,25,25,25,25,21,25,25,23,21,56,23,38,35,28,44,25,38,21,25,25,27,25,23,21,64,63,61,67,65,3
"64",16515,148496,13472,64,64,"right","medium","medium",25,25,25,22,25,25,25,25,21,25,25,23,21,54,23,38,35,28,44,25,38,21,25,25,27,25,23,21,64,63,61,67,65,3
"65",16516,148496,13472,63,63,"right","medium","medium",25,25,25,22,25,25,25,25,21,25,25,23,21,54,23,38,35,28,44,25,38,21,25,25,27,25,23,21,64,63,61,67,62,3
"66",16517,148496,13472,63,63,"right","medium","medium",25,25,25,22,25,25,25,25,21,25,25,23,21,54,23,38,35,28,44,25,38,21,25,25,27,25,23,21,64,63,61,67,62,3
"67",12595,192665,178771,58,67,"right","medium","medium",23,23,23,23,11,23,7,6,60,23,25,30,62,33,52,58,62,28,44,23,21,22,28,28,35,23,23,11,66,56,60,52,62,3
"68",12596,192665,178771,58,67,"right","medium","medium",23,23,23,23,11,23,7,6,60,23,25,30,62,33,52,58,62,28,44,23,21,22,28,28,35,23,23,11,66,56,60,52,62,3
"69",15531,201179,212772,65,70,"right","medium","medium",25,25,25,25,25,25,25,25,25,23,25,22,30,64,35,37,54,25,55,25,25,25,25,25,21,25,25,25,68,62,54,62,72,3
"70",15530,201179,212772,64,69,"right","medium","medium",25,25,25,25,25,25,25,25,25,22,25,22,30,63,35,36,54,25,75,25,25,25,25,25,20,25,25,25,67,61,53,61,71,3
"71",15528,201179,212772,64,69,"right","medium","medium",25,25,25,25,25,25,25,25,25,22,25,22,30,61,35,36,54,25,75,25,25,25,25,25,20,25,25,25,69,61,50,58,73,3
"72",15529,201179,212772,64,69,"right","medium","medium",25,25,25,25,25,25,25,25,25,22,25,22,30,61,35,36,54,25,75,25,25,25,25,25,20,25,25,25,69,61,50,58,73,3
"73",4027,53027,33451,70,70,"right","medium","medium",39,40,73,62,54,41,45,50,60,52,25,46,59,65,56,61,90,35,83,47,74,65,31,57,51,70,71,66,12,15,16,16,10,1
"74",4028,53027,33451,69,69,"right","medium","medium",39,40,70,62,54,41,45,50,60,52,25,46,59,65,56,61,90,35,83,47,74,65,31,57,51,69,69,66,12,15,16,16,10,1
"75",4029,53027,33451,69,69,"right","medium","medium",39,40,70,62,54,41,45,50,60,52,25,46,59,65,56,61,90,35,83,47,74,65,31,57,51,69,69,66,12,15,16,16,10,1
"76",4030,53027,33451,69,69,"right","medium","medium",39,40,70,62,54,41,45,50,60,52,25,46,59,65,56,61,90,35,83,47,74,65,31,57,51,69,69,66,12,15,16,16,10,1
"77",14900,183361,46892,72,72,"right","low","medium",32,28,77,72,25,24,53,37,74,64,25,32,33,71,52,28,62,61,75,24,69,78,36,57,42,76,75,66,9,8,10,16,15,1
"78",11542,107494,39510,67,67,"right","medium","medium",25,25,25,22,25,25,25,25,25,21,26,28,32,63,40,35,44,29,33,25,32,25,25,25,25,25,25,25,66,64,61,72,66,3
"79",11543,107494,39510,68,68,"right","medium","medium",25,25,25,22,25,25,25,25,25,21,26,28,32,73,40,35,44,29,33,25,32,25,25,25,25,25,25,25,66,64,61,72,68,3
"80",11544,107494,39510,66,66,"right","medium","medium",14,16,11,22,13,14,13,10,25,21,26,28,32,68,40,35,44,29,33,12,32,11,5,8,25,18,12,14,64,62,59,71,66,3
"81",11545,107494,39510,66,66,"right","medium","medium",14,16,11,22,13,14,13,10,25,21,26,28,32,68,40,35,44,29,33,12,32,11,5,8,25,18,12,14,64,62,59,71,66,3
"82",11546,107494,39510,68,68,"right","medium","medium",14,16,11,22,13,14,13,10,25,21,26,28,32,68,40,35,44,29,33,12,32,11,5,8,25,18,12,14,67,65,59,71,69,3
"83",20123,150389,35875,64,65,"right","medium","medium",11,9,12,25,7,13,14,13,24,33,26,23,32,55,27,21,50,26,81,13,37,17,7,6,31,13,10,14,67,62,59,62,69,3
"84",20116,150389,35875,63,63,"right","medium","medium",25,25,38,25,25,25,25,25,24,33,26,23,25,64,27,21,60,26,83,25,37,25,25,25,31,25,25,25,64,62,58,59,67,3
"85",20117,150389,35875,64,67,"right","medium","medium",25,25,25,25,25,25,25,25,24,33,26,23,32,64,27,21,60,26,83,25,37,25,25,25,31,25,25,25,66,63,58,60,67,3
"86",20118,150389,35875,65,67,"right","medium","medium",25,25,25,25,25,25,25,25,24,33,26,23,32,64,27,21,60,26,83,25,37,25,25,25,31,25,25,25,66,63,58,60,72,3
"87",20121,150389,35875,64,64,"right","medium","medium",11,9,12,25,7,13,14,13,24,33,26,23,32,55,27,21,50,26,83,13,37,17,7,6,31,13,10,14,67,62,58,62,69,3
"88",20122,150389,35875,64,65,"right","medium","medium",11,9,12,25,7,13,14,13,24,33,26,23,32,55,27,21,50,26,81,13,37,17,7,6,31,13,10,14,67,62,58,62,69,3
"89",20119,150389,35875,63,65,"right","medium","medium",25,25,25,25,25,25,25,25,24,33,26,23,32,54,27,21,50,26,83,25,37,25,25,25,31,25,25,25,66,62,57,59,68,3
"90",20120,150389,35875,63,64,"right","medium","medium",25,25,25,25,25,25,25,25,24,33,26,23,32,54,27,21,50,26,83,25,37,25,25,25,31,25,25,25,65,62,57,60,68,3
"91",733,100329,40005,67,67,"right","low","medium",29,45,72,51,34,40,29,29,55,46,26,33,31,63,47,55,62,52,84,31,75,65,31,42,33,67,69,64,10,14,10,14,7,1
"92",734,100329,40005,68,68,"right","low","medium",29,45,75,51,34,40,29,29,55,48,26,33,31,64,47,55,67,52,84,31,77,66,31,42,33,68,70,64,10,14,10,14,7,1
"93",735,100329,40005,68,68,"right","low","medium",29,45,75,51,34,40,29,29,55,48,26,33,31,64,47,55,67,52,84,31,77,66,31,42,33,68,70,64,10,14,10,14,7,1
"94",7775,53967,34420,72,72,"right","medium","medium",44,41,90,57,39,29,23,41,62,52,27,30,25,68,31,84,53,53,93,42,85,65,30,39,43,70,75,67,8,14,8,12,6,1
"95",7776,53967,34420,73,73,"right","medium","medium",44,41,92,57,39,29,23,41,62,54,27,30,25,68,31,84,55,53,93,42,85,66,30,39,43,71,75,68,8,14,8,12,6,1
"96",7777,53967,34420,73,73,"right","medium","medium",44,41,92,56,39,29,23,41,62,54,27,30,25,68,31,84,55,53,93,42,85,66,30,39,43,71,75,68,8,14,8,12,6,1
"97",7778,53967,34420,73,73,"right","medium","medium",44,41,92,56,39,29,23,41,62,54,27,30,25,68,31,84,55,53,93,42,85,66,30,39,43,71,75,68,8,14,8,12,6,1
"98",7779,53967,34420,73,73,"right","medium","medium",44,41,92,53,39,20,23,41,62,42,27,30,25,68,31,84,55,53,93,42,85,66,30,39,43,71,75,68,8,14,8,12,6,1
"99",7780,53967,34420,73,73,"right","medium","medium",44,41,92,53,39,20,23,41,62,42,27,30,25,68,31,84,55,62,93,42,85,66,30,39,43,71,75,68,8,14,8,12,6,1
"100",7781,53967,34420,73,73,"right","medium","medium",44,41,92,53,39,20,23,41,62,42,27,30,25,68,31,84,55,62,93,42,85,66,30,39,43,71,75,68,8,14,8,12,6,1
"101",7782,53967,34420,74,74,"right","medium","medium",44,41,92,53,39,20,23,41,62,42,27,30,25,68,31,84,55,62,93,42,85,66,30,39,43,73,77,68,8,14,8,12,6,1
"102",7783,53967,34420,74,74,"right","medium","medium",44,41,92,53,39,20,23,41,62,42,27,30,25,68,31,84,55,62,93,42,85,66,30,39,43,73,77,68,8,14,8,12,6,1
"103",7784,53967,34420,73,73,"right","medium","medium",44,41,90,53,39,20,23,26,62,42,27,33,25,68,31,84,55,65,92,42,85,68,30,39,43,73,76,68,8,14,8,12,6,1
"104",7785,53967,34420,73,73,"right","medium","medium",44,38,90,53,29,20,23,26,62,42,27,33,25,68,31,84,55,65,92,42,85,68,30,39,43,73,76,68,8,14,8,12,6,1
"105",7786,53967,34420,73,73,"right","medium","medium",44,38,90,53,29,20,23,26,62,42,27,33,25,68,31,84,55,65,92,42,85,68,30,39,43,73,76,68,8,14,8,12,6,1
"106",7787,53967,34420,73,73,"right","medium","medium",44,38,90,53,29,20,23,26,62,42,27,37,25,68,31,84,55,65,92,42,85,68,30,39,43,73,76,68,8,14,8,12,6,1
"107",7788,53967,34420,73,73,"right","medium","medium",44,38,84,53,29,20,23,26,62,42,27,34,25,68,31,78,55,65,92,54,81,66,30,39,43,73,76,68,8,14,8,12,6,1
"108",7789,53967,34420,72,75,"right","medium","medium",44,38,84,53,29,20,23,26,62,42,27,37,25,65,31,78,55,65,92,54,81,66,30,39,43,73,76,64,8,14,8,12,6,1
"109",11160,169405,38170,64,64,"right","low","medium",29,48,69,54,22,25,25,25,42,49,27,29,31,65,45,54,55,30,79,36,68,64,25,43,40,63,66,60,5,15,8,6,13,1
"110",11161,169405,38170,64,64,"right","low","medium",29,48,69,54,22,25,25,25,42,49,27,29,31,65,45,54,55,30,80,36,68,64,25,43,40,63,66,60,5,15,8,6,13,1
"111",11162,169405,38170,64,64,"right","low","medium",29,48,69,54,22,25,25,25,42,49,27,29,31,65,45,54,57,30,80,36,68,64,25,43,40,63,66,60,5,15,8,6,13,1
"112",11163,169405,38170,65,65,"right","low","medium",29,48,72,54,22,25,25,25,42,49,27,29,31,65,45,54,58,30,80,36,72,66,25,43,40,63,66,61,5,15,8,6,13,1
"113",11164,169405,38170,66,66,"right","low","medium",29,48,75,55,22,25,25,25,42,51,27,29,31,65,45,54,61,30,80,36,72,66,25,43,40,64,67,61,5,15,8,6,13,1
"114",19300,148758,69374,64,64,"left","low","medium",33,29,65,45,40,38,22,31,42,37,27,40,29,55,33,61,34,64,92,38,64,67,55,43,49,63,67,66,14,12,6,12,15,1
"115",19301,148758,69374,64,64,"left","low","medium",33,29,65,45,40,38,22,31,42,37,27,40,29,55,33,61,34,64,92,38,64,67,55,43,49,63,67,66,14,12,6,12,15,1
"116",19302,148758,69374,62,62,"left","low","medium",32,28,64,44,39,37,21,30,41,36,27,43,37,54,33,60,34,64,92,37,63,66,54,42,48,60,64,63,13,11,5,11,14,1
"117",19303,148758,69374,62,62,"left","low","medium",32,28,64,44,39,37,21,30,41,36,27,43,37,44,33,60,51,64,93,37,63,66,54,42,48,60,64,63,13,11,5,11,14,1
"118",19304,148758,69374,62,62,"left","low","medium",32,28,64,44,39,37,21,30,41,36,27,49,39,44,33,60,51,64,93,37,63,66,54,42,48,60,64,63,13,11,5,11,14,1
"119",19305,148758,69374,61,61,"left","low","medium",32,28,64,44,39,37,21,30,41,36,27,49,39,44,33,33,56,64,93,37,61,66,54,42,48,58,61,60,13,11,5,11,14,1
"120",19306,148758,69374,61,61,"left","low","medium",32,28,64,44,41,37,21,30,41,38,27,49,41,48,33,33,50,64,93,37,61,66,54,42,48,58,61,60,13,11,5,11,14,1
"121",19307,148758,69374,57,58,"left","low","medium",32,28,64,44,41,37,21,30,41,38,27,51,40,48,33,33,30,64,93,37,61,62,54,42,48,54,51,52,13,11,5,11,14,1
"122",19308,148758,69374,57,58,"left","low","medium",32,28,64,44,41,37,21,30,41,38,27,51,40,48,33,33,30,64,93,37,61,62,54,42,48,54,51,52,13,11,5,11,14,1
"123",19309,148758,69374,57,58,"left","low","medium",32,28,64,44,41,37,21,39,41,38,27,51,40,48,33,33,30,64,73,37,61,62,54,42,48,54,51,52,13,5,5,8,11,1
"124",6197,1075,30727,70,70,"right","low","low",70,80,50,71,72,72,77,81,64,82,27,31,42,80,63,70,34,30,34,77,61,39,82,80,82,25,35,29,11,8,6,6,11,4
"125",6198,1075,30727,70,70,"right","low","low",70,80,50,71,72,72,77,81,64,82,27,31,42,80,54,70,34,30,34,77,68,55,82,80,82,25,35,29,11,8,6,6,11,4
"126",6199,1075,30727,70,70,"right","low","low",70,80,50,71,72,72,77,81,64,82,27,31,42,80,54,70,34,30,34,77,68,55,82,80,82,25,35,29,11,8,6,6,11,4
"127",21256,11814,38342,63,63,"left","high","high",62,34,67,62,28,42,45,43,57,52,27,54,35,56,38,71,31,79,80,45,75,62,49,59,53,60,65,62,10,12,9,8,11,1
"128",21257,11814,38342,63,63,"left","high","high",62,34,67,62,28,42,45,43,57,52,27,54,35,56,38,71,31,79,80,45,75,62,49,59,53,60,65,62,10,12,9,8,11,1
"129",4887,186681,102394,68,71,"right","medium","medium",21,21,21,21,9,21,20,19,72,21,28,29,64,36,33,21,72,34,36,21,29,38,27,27,35,21,21,2,68,70,72,72,70,3
"130",4888,186681,102394,68,71,"right","medium","medium",21,21,21,21,9,21,20,19,72,21,28,29,64,36,33,21,72,34,36,21,29,38,27,27,35,21,21,2,68,70,72,72,70,3
"131",4500,231691,698273,70,86,"right","medium","medium",13,6,13,52,9,14,13,12,38,10,28,23,35,58,27,23,68,55,62,9,20,42,4,43,16,5,14,12,72,71,69,71,72,3
"132",4501,231691,698273,67,83,"right","medium","medium",13,6,13,28,9,14,13,12,27,10,28,23,35,43,27,23,68,55,62,9,20,10,4,37,16,5,14,12,69,72,68,69,68,3
"133",4502,231691,698273,67,83,"right","medium","medium",13,6,13,28,9,14,13,12,27,10,28,23,35,43,27,23,68,55,62,9,20,10,4,37,16,5,14,12,69,72,68,69,68,3
"134",4885,186681,102394,60,70,"right","medium","medium",21,21,21,21,9,21,20,19,66,21,28,29,64,36,33,21,72,34,36,21,29,38,27,27,35,21,21,2,62,60,66,58,65,3
"135",4886,186681,102394,59,70,"right","medium","medium",21,21,21,21,9,21,20,19,66,21,28,29,64,36,33,21,72,34,36,21,29,38,27,27,35,21,21,2,58,60,66,58,65,3
"136",8351,150267,42306,72,73,"right","medium","medium",19,14,13,32,12,13,13,19,26,22,28,29,32,70,39,42,43,14,57,11,29,7,5,6,19,14,14,12,75,69,65,71,75,3
"137",8349,150267,42306,71,71,"right","medium","medium",25,25,25,32,25,25,25,25,26,22,28,29,32,70,39,42,66,25,66,25,29,25,25,25,25,25,25,25,74,65,64,70,77,3
"138",8350,150267,42306,71,71,"right","medium","medium",25,25,25,32,25,25,25,25,26,22,28,29,32,70,39,42,43,25,57,25,29,25,25,25,25,25,25,25,74,68,64,70,74,3
"139",13418,215575,275760,59,59,"right","medium","medium",16,19,20,23,16,19,12,13,22,16,28,33,40,59,50,22,48,25,51,12,19,15,8,33,22,18,13,12,61,60,54,59,59,3
"140",13419,215575,275760,59,60,"right","medium","medium",16,19,20,23,16,19,12,13,22,16,28,33,40,59,50,22,48,25,51,12,19,15,8,33,22,18,13,12,61,60,54,59,59,3
"141",13420,215575,275760,59,61,"right","medium","medium",16,19,20,23,16,19,12,13,22,16,28,33,40,59,50,22,48,25,51,12,19,15,8,33,22,18,13,12,61,60,54,59,59,3
"142",13421,215575,275760,59,62,"right","medium","medium",16,19,20,23,16,19,12,13,22,16,28,33,40,59,50,22,48,25,51,12,19,15,8,33,22,18,13,12,61,60,54,59,59,3
"143",13422,215575,275760,59,62,"right","medium","medium",16,19,20,23,16,19,12,13,22,16,28,33,40,59,50,22,48,25,51,12,19,15,8,33,22,18,13,12,61,60,54,59,59,3
"144",13423,215575,275760,55,65,"right","medium","medium",16,19,20,23,16,19,12,13,22,16,28,33,40,59,50,22,48,25,51,12,19,15,8,33,22,18,13,12,56,51,54,52,58,3
"145",13424,215575,275760,55,65,"right","medium","medium",16,19,20,23,16,19,12,13,22,16,28,33,40,59,50,22,48,25,51,12,19,15,8,33,22,18,13,12,56,51,54,52,58,3
"146",16753,137324,46246,65,65,"right","medium","medium",44,49,68,50,38,34,35,48,45,54,28,33,31,65,60,46,83,31,73,44,73,54,37,45,54,63,67,61,13,12,9,8,10,1
"147",16754,137324,46246,65,65,"right","medium","medium",44,49,68,50,38,34,35,48,45,54,28,34,31,65,60,46,83,31,73,44,73,54,37,45,54,63,67,61,13,12,9,8,10,1
"148",7286,157945,34650,73,75,"right","medium","medium",43,41,81,67,51,41,35,59,60,50,28,47,26,50,42,72,45,53,86,52,81,70,31,51,69,80,78,72,8,15,8,12,13,1
